Timestamp,motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionYaw(rad),motionRoll(rad),motionPitch(rad),PredictedClass,UserConfirmation
0.0,0.015409369205789863,0.7526120427637681,0.39236490846915023,0.13887758086278007,0.041772988119166556,-0.07217801661431898,0.0013259615470831779,-0.016059063996901823,0.9599319074020927,0.00039236490846915025,1.5409369205789864e-05,0.0007526120427637682,Mopping_Hoovering,Yes
0.02,-0.1357505688611784,0.5639923892818673,0.1549730762858179,0.15588425582572163,0.046598140420260455,0.00821830670774566,0.006894743235960541,-0.00870703906591937,0.9569557075029554,0.0005473379847549682,-0.00012034119965538854,0.0013166044320456357,Mopping_Hoovering,Yes
0.04,-0.05589377892806657,0.37787066615260123,0.3133848303688139,0.018246612570340583,0.02641291528053571,-0.020589212227951834,0.011772017443916769,-0.004076528029442066,0.9644273671265756,0.0008607228151237821,-0.0001762349785834551,0.0016944750981982368,Mopping_Hoovering,Yes
0.06,0.117830364961431,0.47703482969311684,0.31108581821184733,0.05241596297642476,-0.06266299611969639,-0.10158082004463055,0.0057315713026274175,-0.010709076487201711,0.9634233173717848,0.0011718086333356295,-5.8404613622024115e-05,0.0021715099278913534,Mopping_Hoovering,Yes
0.08,-0.11283304604936031,0.3636999670251506,0.1107557008379047,-0.019866689484418262,-0.01129105998346594,-0.0012760141494812614,0.006323188488740218,-0.003826936734802557,0.9641266749249834,0.0012825643341735343,-0.00017123765967138444,0.0025352098949165043,Mopping_Hoovering,Yes
0.1,0.05118162290188745,0.37028286336663535,0.3373370682630813,0.04212814098243793,-0.044421594699091044,-0.07890685421868376,0.006266041394114906,-0.005000294759103849,0.9613454572099903,0.0016199014024366157,-0.00012005603676949698,0.00290549275828314,Mopping_Hoovering,Yes
0.12,0.3249802812235121,0.16881455720978575,-0.07770809711367088,0.008838891557773235,-0.04397895477080092,-0.030731687482059407,0.0029586295488743313,-0.004622875222322189,0.9663282757903445,0.001542193305322945,0.0002049242444540151,0.0030743073154929253,Mopping_Hoovering,Yes
0.14,0.09327839263682226,0.17450294718644674,0.20677528913510945,0.012666711206498982,-0.18616046800791117,-0.002804792365613479,0.008429401858428037,-0.00033075084953880854,0.9639968265804064,0.0017489685944580544,0.00029820263709083735,0.003248810262679372,Mopping_Hoovering,Yes
0.16,0.24984705032801022,0.2198231209629629,0.263006290920491,0.02381520406950085,-0.12053715375198897,-0.05665340878600563,0.003917883762227284,0.0004990749018982284,0.9677299017796863,0.002011974885378546,0.0005480496874188475,0.003468633383642335,Mopping_Hoovering,Yes
0.18,0.304365566531529,0.029084259261910286,0.0256522243669677,0.04556399787068282,-0.15696543523213827,0.012629852849763428,0.011691749526245033,-0.006922981576962952,0.9605046715818604,0.002037627109745513,0.0008524152539503765,0.0034977176429042455,Mopping_Hoovering,Yes
