Timestamp,motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionYaw(rad),motionRoll(rad),motionPitch(rad),PredictedClass,UserConfirmation
0.0,0.0376856276045355,-0.16156733131484796,0.2220128186221007,0.026617743411640395,0.07874224557804356,-0.055568377290814576,-0.00048195846662842014,0.014524838136906677,0.9666153378243,0.00022201281862210072,3.76856276045355e-05,-0.00016156733131484797,Shelving Items,Washing Dishes
0.02,0.15790766327157937,-0.11753968185420946,0.05864029872518499,0.024769131534969756,0.03345555073178877,0.019144578874707913,0.004885397211740758,0.015441950242670475,0.9683729144490151,0.0002806531173472857,0.0001955932908761149,-0.0002791070131690574,Shelving Items,Washing Dishes
0.04,0.07554101979290967,0.044803751351202625,-0.018955720747627313,0.06888168361246953,0.052274801036958835,-0.030560707948383052,0.007115877075734417,0.021188194450270766,0.9628266556630912,0.0002616973965996584,0.00027113431066902455,-0.00023430326181785477,Shelving Items,Washing Dishes
0.06,0.17518647859790343,-0.04606143686153965,-0.09741484441674383,0.06768647523812303,0.036170338070348626,0.04474840137389121,0.0013659494614259907,0.011046009137231059,0.964228738229481,0.0001642825521829146,0.000446320789266928,-0.0002803646986793944,Shelving Items,Washing Dishes
0.08,0.05419284127701443,-0.0803529380196987,-0.15819287503081741,0.08040824483208274,0.013196672891354483,0.07016656636335131,-0.005793347368107179,0.013028041258526094,0.9709296666615639,6.089677152097157e-06,0.0005005136305439424,-0.0003607176366990931,Shelving Items,Washing Dishes
0.1,0.2025854556696052,0.027282646797392056,-0.14141281795676433,0.09840843811419472,0.03458145425510077,0.06752192457451985,-0.004847457913633822,0.012968960079366798,0.9688399948850949,-0.00013532314080466718,0.0007030990862135476,-0.00033343498990170105,Shelving Items,Washing Dishes
0.12,0.22362872493162594,0.038596584362514286,-0.19773684190246826,0.03455911371199589,-0.0582789054381613,0.022389864998059325,0.004748167409417588,0.016533931679864212,0.9634031374730929,-0.0003330599827071354,0.0009267278111451736,-0.00029483840553918677,Shelving Items,Washing Dishes
0.14,0.2096018592549927,0.11615731226558584,-0.1990724516714459,0.0981711110197922,-0.02365799552081028,0.04957223520334208,-0.001299532683387574,0.006421289082319868,0.9752764300466308,-0.0005321324343785814,0.0011363296704001663,-0.0001786810932736009,Shelving Items,Washing Dishes
0.16,0.2092096462452661,0.14209936554108427,-0.2791764515636389,0.09948617405415136,-0.013911056601458667,0.06032983004542464,-0.0005714283067575756,0.015371539833947997,0.9668035957792968,-0.0008113088859422204,0.0013455393166454325,-3.6581727732516617e-05,Shelving Items,Washing Dishes
0.18,0.054681436153350305,0.1551510808329183,-0.27113343065204637,0.07812476242835671,-0.04188414992691468,0.08230226930650218,0.0019807332191684565,0.021564020251929612,0.9696890425555792,-0.0010824423165942667,0.0014002207527987827,0.00011856935310040168,Shelving Items,Washing Dishes
0.2,0.1244527328722924,0.12201430857634746,-0.28979983294817074,0.08450610449330123,-0.06024599695567818,0.06498539395712445,0.0010047860101539369,0.010047579075782019,0.9726865249679897,-0.0013722421495424375,0.0015246734856710752,0.00024058366167674914,Shelving Items,Washing Dishes
0.22,0.20858654765938683,0.11067530717351462,-0.19393337426450558,0.07917201452809179,-0.0008570315664982744,0.05377605050304665,0.008591802623743351,0.012508733541434768,0.9658227490154484,-0.0015661755238069433,0.001733260033330462,0.0003512589688502638,Shelving Items,Washing Dishes
0.24,0.23087124916762164,0.11533065103571,-0.24831247521333064,0.08921572363401306,-0.04300140475183241,0.05982795558136657,0.017614438630867847,0.004713522564537064,0.9702955077655842,-0.0018144879990202737,0.001964131282498084,0.0004665896198859738,Shelving Items,Washing Dishes
0.26,0.10553800235958333,0.2460134014954096,-0.20678786984350378,0.08836927535413111,-0.049122240031797194,0.10677749054233034,-3.627081670159191e-05,0.013239617780207104,0.9768499736205997,-0.0020212758688637777,0.002069669284857667,0.0007126030213813833,Shelving Items,Washing Dishes
0.28,0.27755652564412164,0.32675271349401436,-0.2603874970474574,0.08931110767154571,-0.011405564726536156,0.05916014775472065,0.002185089304027779,0.012636801915807743,0.9681840037928146,-0.002281663365911235,0.0023472258105017886,0.0010393557348753978,Shelving Items,Washing Dishes
0.3,0.20025839860586175,0.18707051883918094,-0.21596673945179554,0.04837982535406424,-0.049252153027050626,0.07361451879637898,0.0011853077169985786,0.008982550053886386,0.9573772552522873,-0.002497630105363031,0.0025474842091076505,0.001226426253714579,Shelving Items,Washing Dishes
0.32,0.21537441949208505,0.13948042899663943,-0.19665852750487672,0.08663405673338637,-0.0763701921545056,0.059501684798338374,0.013140724514102694,0.009057074937484108,0.9644811836548195,-0.002694288632867908,0.002762858628599736,0.0013659066827112181,Shelving Items,Washing Dishes
0.34,0.12888275249333248,0.1557104796296674,-0.06905166117634877,0.0961552083910496,-0.14646142852284477,0.02677867973001792,0.002561787652224171,0.01926449928192703,0.9754526075371898,-0.002763340294044257,0.0028917413810930683,0.0015216171623408856,Shelving Items,Washing Dishes
0.36,0.20460453792105873,0.12726229744773937,-0.02137143626281865,0.08005412292185414,-0.03254419399317602,0.04238834104446785,-0.004278552538321097,0.009135234946162894,0.9638435625544385,-0.0027847117303070753,0.0030963459190141273,0.001648879459788625,Shelving Items,Washing Dishes
0.38,0.21176034403809696,0.19325523461370153,0.16342820319661988,0.08906932515309217,-0.006010007077096532,0.07480162750991122,-0.003001809698206837,0.0010199391041636943,0.9623207740584659,-0.002621283527110455,0.003308106263052224,0.0018421346944023265,Shelving Items,Washing Dishes
0.4,0.11296252657617681,0.02212666685294662,-0.01592355760588872,-0.0024373626459796953,-0.04760524486674918,-0.0026406534420322075,2.0505931484277387e-05,0.005952982803569066,0.9799167980812411,-0.002637207084716344,0.003421068789628401,0.0018642613612552727,Shelving Items,Washing Dishes
0.42,0.16118373743266026,0.06098206781077782,0.17155219309034456,0.03588988739339237,-0.0767169076350924,-0.0037775134867846175,0.00892099194989215,0.00856307055857853,0.9766331847518457,-0.0024656548916259994,0.003582252527061061,0.0019252434290660506,Shelving Items,Washing Dishes
0.44,0.1160302304811705,-0.07274755929826329,0.27671287992406884,-0.013792799675803463,-0.025608373233639535,0.02300822848898888,0.011362810668659773,0.013462040514242296,0.9743319308389654,-0.00218894201170193,0.003698282757542232,0.0018524958697677873,Shelving Items,Washing Dishes
0.46,-0.0006852392342601987,0.09450505855392725,0.2079056572796888,0.0016916716607589333,-0.027889752377559807,0.025552945622348847,0.003143969874117176,0.015138839208069136,0.9697221819574098,-0.0019810363544222414,0.0036975975183079716,0.0019470009283217146,Shelving Items,Washing Dishes
0.48,0.07496048101313173,-0.07822875298574009,0.22119123949405234,-0.01742339225703716,-0.017998420144022836,-0.023716064195287975,0.0023693689525656823,0.006243428051843606,0.9709439496115397,-0.001759845114928189,0.003772557999321103,0.0018687721753359744,Shelving Items,Washing Dishes
0.5,0.036864826821685584,-0.032910782809866465,0.27417900816842133,-0.036563996554158935,-0.003709206667603579,-0.02616413153150353,5.649668636638523e-05,0.014093838259988483,0.9734376583713388,-0.0014856661067597678,0.003809422826142789,0.001835861392526108,Shelving Items,Washing Dishes
0.52,0.05836639823387392,-0.12161639196335142,0.1632417547577868,-0.016402420773147568,-0.02674360596186941,-0.062118089423717014,0.00887137024570939,0.014568125280353974,0.9725219836918787,-0.0013224243520019814,0.003867789224376663,0.0017142450005627565,Shelving Items,Washing Dishes
0.54,0.02100706950504525,-0.16111195138075773,0.23694718753822036,-0.06406120758689655,-0.02069437971921793,-0.06572140542158546,0.014557769915028562,0.005887749061888391,0.961034652022246,-0.0010854771644637608,0.003888796293881708,0.0015531330491819987,Shelving Items,Washing Dishes
0.56,-0.05511369813417754,-0.15440056279721043,0.19512052111469586,-0.022318262920495976,-0.013121138288222707,-0.0683201979284677,0.008024649890782842,0.004362518663652734,0.964332385573474,-0.0008903566433490651,0.003833682595747531,0.001398732486384788,Shelving Items,Washing Dishes
0.58,-0.08006259836121415,-0.15270999254055212,0.36046205399261916,-0.020848582100012763,0.04006891555498007,-0.06184813629529499,0.003563838756838649,0.012073366805256364,0.9672189095758116,-0.000529894589356446,0.0037536199973863165,0.001246022493844236,Shelving Items,Washing Dishes
0.6,0.032834990051774246,-0.16816172033182208,0.16398202498631276,-0.06072373256375671,0.03900631082986957,-0.051098827064549844,0.0010507653166139984,-0.0003305668269545335,0.9681980982036955,-0.00036591256437013323,0.003786454987438091,0.001077860773512414,Shelving Items,Washing Dishes
0.62,-0.09406007760642629,-0.1439359345467811,0.3277370984344467,-0.05140258840384934,0.08057206465001807,-0.05494828585379619,0.007271015759633281,0.011578509667460598,0.976220169648031,-3.81754659356865e-05,0.003692394909831664,0.0009339248389656328,Shelving Items,Washing Dishes
0.64,-0.09793388545819558,-0.27154969449025584,0.1302778456777858,-0.06620002004603773,0.05586306980492558,-0.10703806904148445,0.006937146780231142,0.01383370450398343,0.978596833868553,9.210237974209932e-05,0.0035944610243734687,0.000662375144475377,Shelving Items,Washing Dishes
0.66,-0.14536727153429974,-0.29822995299192,0.10689082087519322,-0.08719991077021594,0.028507708792283266,-0.067280278592831,0.010503009280270401,0.008784559279133235,0.9689691453465753,0.00019899320061729254,0.0034490937528391693,0.00036414519148345693,Shelving Items,Washing Dishes
0.68,-0.11874497817926495,-0.32487278604181347,-0.0016219392592988248,-0.06493431896967043,0.0800284440549497,-0.03905204063858265,0.009002054022933411,0.00301233322078813,0.9692158478527052,0.00019737126135799374,0.0033303487746599043,3.9272405441643454e-05,Shelving Items,Washing Dishes
0.7,-0.17070499528493935,-0.4254886859726111,-0.05696389373926635,-0.04243342216662896,0.057276572561214725,-0.10088745060174774,0.014719978167946398,0.007124281426497197,0.97929576643341,0.00014040736761872737,0.003159643779374964,-0.00038621628053096764,Shelving Items,Washing Dishes
0.72,-0.08127885397510837,-0.33156570026155274,-0.13176874963243473,-0.03451885616109507,0.01350147847614514,-0.06598440665199597,0.0036720815472588283,0.015938558387730364,0.9659460959566163,8.638617986292618e-06,0.003078364925399856,-0.0007177819807925204,Shelving Items,Washing Dishes
0.74,-0.1079841314341025,-0.3531388319348836,-0.18774845985186198,-0.020308373795627062,0.08548856418858393,-0.03375227338699869,0.00829217408586189,-0.0022057128197909004,0.9695916319517529,-0.00017910984186556936,0.0029703807939657537,-0.001070920812727404,Shelving Items,Washing Dishes
0.76,-0.14096426793937983,-0.3428689784383952,-0.20158487717933007,-0.049024122374875585,0.08096688919591122,-0.0394780288439131,0.003294067827818197,0.006348412400457931,0.9631400857497373,-0.00038069471904489947,0.002829416526026374,-0.001413789791165799,Shelving Items,Washing Dishes
0.78,-0.18482373842645985,-0.2744764005985453,-0.276071958132478,-0.03325858698643809,0.07849100664008181,-0.057652359347185815,0.002134814883015884,0.00965628487061913,0.9667144064774145,-0.0006567666771773776,0.002644592787599914,-0.0016882661917643445,Shelving Items,Washing Dishes
0.8,-0.22943372401345868,-0.26656408558707867,-0.4035539119998278,-0.019507862256223817,0.06536873273524613,0.028043503517846284,0.012730237007433807,0.00935430176994249,0.9731619573060605,-0.001060320589177205,0.0024151590635864556,-0.001954830277351423,Shelving Items,Washing Dishes
0.82,-0.15218590081271355,-0.38730974147617137,-0.37347355728569503,-0.05567421724901441,0.0462759856169449,-0.05843099250794998,0.001924904947044637,0.003972096483375202,0.978152820910301,-0.0014337941464629004,0.0022629731627737417,-0.0023421400188275944,Shelving Items,Washing Dishes
0.84,-0.10226601879046265,-0.16817587790592717,-0.3742242194758243,-0.0291792956166332,0.0653809290842356,-0.01117750382240395,0.01565523924477511,0.011988930678080354,0.9728506042636746,-0.0018080183659387246,0.0021607071439832793,-0.0025103158967335216,Shelving Items,Washing Dishes
0.86,-0.2364754116276472,-0.20471473658622744,-0.48888729565582645,0.03732312280471925,0.07526794588592683,0.015443966299749343,0.012774445835308616,0.006109044845347393,0.9641633555231967,-0.002296905661594551,0.0019242317323556316,-0.0027150306333197493,Shelving Items,Washing Dishes
0.88,-0.20198103167645376,-0.19430806953903235,-0.44963091812377126,0.007202223375845357,0.07422675134167854,0.011628403847992455,0.0029889859430409244,0.0029967489505166086,0.9667337908668933,-0.0027465365797183223,0.0017222507006791781,-0.0029093387028587816,Shelving Items,Washing Dishes
0.9,-0.09461554174705365,-0.1741984002825308,-0.44549000986947684,0.023706594164003537,0.041193259596831296,0.006029429265239859,0.018336888773879838,0.004294517699337301,0.9697010795593115,-0.003192026589587799,0.0016276351589321247,-0.0030835371031413122,Shelving Items,Washing Dishes
0.92,-0.017806300688585797,-0.11136386830914924,-0.31794730569205476,-0.005954039715429144,0.03788787825872017,0.06335334241855772,0.008269501987795632,0.0015655040706648573,0.9708070284971736,-0.0035099738952798533,0.0016098288582435387,-0.003194900971450462,Shelving Items,Washing Dishes
0.94,-0.06562567332814087,0.013184476168758959,-0.42866871017828334,0.04082562487708386,-0.0112064544525577,0.055826067835584754,0.010029121308683735,0.005807579627517869,0.9779961506657926,-0.003938642605458137,0.001544203184915398,-0.003181716495281703,Shelving Items,Washing Dishes
0.96,-0.08856196217835988,0.03392531443295134,-0.4588664770423083,0.029574726968884385,0.018418924443000122,0.03031652525104201,0.00899889466918367,0.005532396298377251,0.9698241934064932,-0.004397509082500445,0.0014556412227370382,-0.0031477911808487514,Shelving Items,Washing Dishes
0.98,-0.03390551436965559,0.09194710802531753,-0.2468786080646297,0.06019395978111279,-0.002970421694864625,0.11563617997522821,0.007533281324329829,0.009594090189648678,0.9678058468297931,-0.0046443876905650746,0.0014217357083673825,-0.003055844072823434,Shelving Items,Washing Dishes
1.0,-0.003713982482440273,0.1533314268372424,-0.3975598719837745,0.04456685903398224,-0.03555205936158392,0.08475218533596568,0.01084591816499172,0.002308632959830436,0.9698512718300122,-0.005041947562548849,0.0014180217258849422,-0.0029025126459861915,Shelving Items,Washing Dishes
1.02,-0.019261128343841697,0.041253451827169024,-0.214470885036921,0.02988176089304536,-0.027413462857698714,0.04491120281497124,0.004076139999382716,-0.007298499405657433,0.9684748769557707,-0.005256418447585769,0.0013987605975411006,-0.0028612591941590223,Shelving Items,Washing Dishes
1.04,0.08073321752282454,0.19454123742984736,-0.15177619892444813,0.02504922476905568,-0.016005174743652623,0.07243036334691771,0.007942489988359587,0.010899033409673912,0.9712377205135427,-0.0054081946465102185,0.0014794938150639251,-0.002666717956729175,Shelving Items,Washing Dishes
1.06,0.13290894713670096,0.2589779564918837,-0.08542501359962701,0.07125534461563206,-0.02373169903385268,0.10465793579215021,0.010253176914890548,0.005297127179726275,0.9714769289201624,-0.005493619660109845,0.001612402762200626,-0.0024077400002372913,Shelving Items,Washing Dishes
1.08,-0.05192525779712338,0.15361176715532132,-0.08657159713768002,0.06886947606843075,-0.024602675859611903,0.10454681889581417,0.010410756547710266,0.005442686672361905,0.9764466781743613,-0.005580191257247525,0.0015604775044035025,-0.0022541282330819697,Shelving Items,Washing Dishes
1.1,-0.019141321667989583,0.284756427798365,-0.06999427979161782,0.021959555117334925,-0.10199576918106579,0.06385800469218375,0.014833200885006177,0.006309547930845353,0.9776830216006103,-0.005650185537039143,0.0015413361827355128,-0.001969371805283605,Shelving Items,Washing Dishes
1.12,0.06537044756050175,0.2497501152001868,0.06169122809929053,0.024865100884798826,-0.04678177040443627,0.07931647034475595,0.008764839701601695,-0.004785593029877733,0.9726733134412736,-0.005588494308939852,0.0016067066302960144,-0.0017196216900834183,Shelving Items,Washing Dishes
1.14,0.02042733293884952,0.26691829482999135,0.0980384999828509,0.03827944842248484,-0.1090848643526627,0.07884974072404084,0.0004950086321137623,0.008945930207527337,0.9694674937135359,-0.005490455808957002,0.0016271339632348643,-0.0014527033952534268,Shelving Items,Washing Dishes
1.16,0.05652041521975056,0.4807093963423762,0.2942714815763413,0.049910884312057244,-0.052127196445690215,0.04797975261255454,0.008467142163706776,0.0073690916744656556,0.9724644628331727,-0.00519618432738066,0.0016836543784546146,-0.0009719939989110507,Shelving Items,Washing Dishes
1.18,0.15662600526138468,0.2462778031582378,0.3118643155871347,-0.05746182484857556,-0.08863858752301872,0.07521145250877516,0.007021667706800795,0.009688936480027669,0.9736471694789939,-0.0048843200117935255,0.001840280383715999,-0.0007257161957528128,Shelving Items,Washing Dishes
1.2,0.16862115747865117,0.3055919621931326,0.32380574412706953,0.015550562771080492,-0.1013844237462942,0.0759409684774711,0.015328503470310466,0.0011737479107736342,0.9758680113924424,-0.004560514267666456,0.0020089015411946503,-0.00042012423355968013,Shelving Items,Washing Dishes
1.22,0.06173455331991973,0.23917434814111344,0.31902959223723404,0.054750348888008386,-0.13354106825184897,0.015353412242753326,-0.0008142246323854067,0.002679345412233842,0.9763234257467424,-0.004241484675429222,0.00207063609451457,-0.00018094988541856672,Shelving Items,Washing Dishes
1.24,0.17072658292943296,0.3177464852548025,0.3679125548445181,-0.01190723978126701,-0.12407490769688499,0.022739560510452485,0.0034429432099662783,0.0010585103236875068,0.97039631822402,-0.0038735721205847037,0.002241362677444003,0.00013679659983623579,Shelving Items,Washing Dishes
1.26,0.1545983880598379,0.1512069720835701,0.4222811082974298,-0.026034473365620432,-0.14366893652356044,0.0377910101847472,0.004306985496554927,0.0026733668474454436,0.9648605891853551,-0.003451291012287274,0.002395961065503841,0.0002880035719198059,Shelving Items,Washing Dishes
1.28,0.13978389146742515,0.2523468015322692,0.4668589585578933,0.0024617846205014417,-0.1283121565174942,0.03495889067785136,0.017726970917588375,0.0021902170832117478,0.9728430693321093,-0.0029844320537293807,0.002535744956971266,0.000540350373452075,Shelving Items,Washing Dishes
1.3,0.04363552447880688,0.30336364308047614,0.4813610621980264,0.027109455636364757,-0.17268953135603243,0.012225616554414358,0.018134194430121722,0.007625747951153712,0.9745429949941171,-0.0025030709915313545,0.002579380481450073,0.0008437140165325511,Shelving Items,Washing Dishes
1.32,0.1952995165258427,0.1799695621025186,0.416936144224678,-0.04812625896579737,-0.06837464842197051,-0.04334853674761779,0.006860770444612663,-0.006723271921681856,0.9710868801163546,-0.0020861348473066757,0.002774679997975916,0.0010236835786350698,Shelving Items,Washing Dishes
1.34,0.13514739862740952,0.14921671682884063,0.3478436661015308,-0.01914366737309725,-0.0901783087780501,-0.008053181561823356,0.0033071195206453956,-0.0017116806925174589,0.9690801420402078,-0.0017382911812051452,0.002909827396603325,0.0011729002954639104,Shelving Items,Washing Dishes
1.36,0.045020632435973776,0.1542036719530286,0.37593990533354965,-0.09818215968344463,-0.09306659312727439,0.017109059452223033,0.01448282833084043,0.0006489460716763576,0.9725488248149781,-0.0013623512758715955,0.002954848029039299,0.0013271039674169394,Shelving Items,Washing Dishes
1.38,0.09961516350364469,0.15790998383057023,0.40710432262772084,-0.09899446616498724,-0.09012960855735554,-0.014542007458216587,0.012444540711022618,-5.595155156845003e-05,0.9712234372720288,-0.0009552469532438746,0.003054463192542944,0.0014850139512475095,Shelving Items,Washing Dishes
1.4,0.14269658501631644,0.07343297085787895,0.22199691779466912,-0.11593788401842567,-0.06601961057706171,-0.028169473195230874,0.010408670278975478,0.0011265272455639355,0.9834563446043588,-0.0007332500354492055,0.003197159777559261,0.0015584469221053884,Shelving Items,Washing Dishes
1.42,0.05516581732565209,-0.002078294087874577,0.18563053548616035,-0.08203506064389131,-0.03529310919434795,-0.02724416886775527,0.015229884613427606,0.0025515068892655226,0.9653997874902415,-0.0005476194999630451,0.0032523255948849125,0.0015563686280175137,Shelving Items,Washing Dishes
1.44,0.06683607120512769,0.04584964553504867,0.19467716069963992,-0.07604481674503559,-0.021795713217738287,-0.0589429975345945,0.01489014561595052,0.004976463425616534,0.9729513255732702,-0.00035294233926340515,0.0033191616660900405,0.0016022182735525626,Shelving Items,Washing Dishes
1.46,0.03908844379990344,-0.009588762526585318,-0.012787755294859038,-0.09467341021744387,-0.0061541541243479835,-0.0525150250825843,0.006559663926796622,0.0025495460015636435,0.9734291906428221,-0.0003657300945582642,0.003358250109889944,0.001592629511025977,Shelving Items,Washing Dishes
1.48,0.07037620533809111,-0.110173618286467,0.050996346821461674,-0.10807511139980734,-0.013111684785916592,-0.017364606601998595,0.01484427845937797,0.0074999779599371,0.9743356455084764,-0.0003147337477368026,0.003428626315228035,0.0014824558927395103,Shelving Items,Washing Dishes
