motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionYaw(rad),motionRoll(rad),motionPitch(rad)
0.25265614730606595,0.24528571304680083,0.7138205687479942,-0.025386927409474444,0.0006965798347325653,-0.025012443274965004,-0.021100461617235958,0.007474136830722575,0.981597417503949,0.0007138205687479942,0.0002526561473060659,0.00024528571304680084
0.1465661034437981,0.12875166606101912,0.7216049750705327,-0.004015257969129757,-0.042368762857298306,0.024065139620257584,-0.020156232719288212,-0.003139302787744062,0.9800137554758063,0.001435425543818527,0.0003992222507498641,0.00037403737910782003
0.18531839250591103,0.19603574199486132,0.5494935480755115,-0.03895559419611354,0.016067237008202503,0.00936219587731061,-0.006578730512573218,0.005509018605410826,0.9831695515421289,0.0019849190918940383,0.0005845406432557752,0.0005700731211026813
0.2774329807158285,0.18717435606452743,0.30873393201983523,-0.025792077470145232,-0.045746262373533665,0.007604801672131413,-0.019477009686082694,0.010538746916118783,0.982152700779982,0.0022936530239138736,0.0008619736239716037,0.0007572474771672087
0.1211035518511312,0.2365730164679237,0.04057535415609771,0.019594904997007084,-0.056347004853054786,0.022990039275437486,-0.02453489828828584,0.009351179731183466,0.9772069116937737,0.0023342283780699714,0.0009830771758227348,0.0009938204936351324
0.18306237185778398,0.23857561183019782,-0.15722038457239965,-0.004992502983082766,-0.01157629861979853,0.03605299635780761,-0.014592852044637623,-0.001302118242681759,0.9776319867670263,0.002177007993497572,0.0011661395476805188,0.0012323961054653302
0.09559392906610888,0.19107623901484883,-0.26958172002536174,-0.00014740528225347382,-0.04143796187822629,0.00029483032977934386,-0.023183499395562315,0.004678507074005905,0.9802686006702478,0.0019074262734722098,0.0012617334767466278,0.001423472344480179
0.11799106707807136,0.2632353677313628,-0.44360783843302337,0.031311765804877614,-0.04271260663933349,0.028372434281295378,-0.018636573704104972,-0.002063483403146638,0.9792846430152855,0.0014638184350391865,0.0013797245438246992,0.001686707712211542
0.1751643674104118,0.19898949964323384,-0.5093815701229293,0.029255789180630216,-0.041985802535450104,0.01747416491761114,-0.014935789517109097,0.004135430774038248,0.9853707307384374,0.0009544368649162572,0.0015548889112351107,0.0018856972118547759
0.07105196254082219,0.050253841238587414,-0.4917145795306747,0.09032159909139162,-0.01230048952618713,0.03483046488544331,-0.023947591658876582,-0.0006111877080308462,0.9799344131026696,0.0004627222853855825,0.0016259408737759329,0.001935951053093363
0.008721309433028512,0.07618032035236841,-0.44763349917762046,0.07099304686364172,-0.04024960620302767,-0.007435270251305635,-0.011668521102707805,-0.0014007428283146633,0.9718330536717746,1.5088786207962057e-05,0.0016346621832089615,0.0020121313734457313
-0.07311665103523798,-0.037631422346391497,-0.3941157371401787,0.04248519453362106,-0.011090848435519822,0.019919880985400665,-0.013587467041263122,0.004539308492001335,0.9731155170272433,-0.0003790269509322167,0.0015615455321737236,0.00197449995109934
-0.06526323248014965,-0.12118617609430024,-0.21985004123537244,0.028547899428667943,-0.03840844428327427,-0.004699397950435731,-0.017419982380821403,-0.0010806452651105506,0.9779051089860775,-0.0005988769921675892,0.0014962822996935738,0.0018533137750050398
-0.1064714108786327,-0.13810789300398504,-0.043650410793490385,0.046290174321048996,-0.000926312192998725,-0.02031074922517888,-0.010392118061065454,-0.001625980323594184,0.9827849930382151,-0.0006425274029610796,0.0013898108888149414,0.0017152058820010547
-0.16486150666560714,-0.19182216904256105,0.15599588192790192,0.051193926407184086,0.01865759775045739,0.0006720562748927811,-0.02102515603286415,0.0039048812436506203,0.9756251174564792,-0.00048653152103317766,0.0012249493821493342,0.0015233837129584938
