motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionYaw(rad),motionRoll(rad),motionPitch(rad)
-0.13395050250523255,-0.028049925803266762,0.32792674563530855,-0.0857035171193101,0.005423920274376574,0.001016609662016256,-0.02391262869339674,-0.02076917284207045,0.9683125135705741,0.0003279267456353086,-0.00013395050250523255,-2.8049925803266764e-05
-0.1710103943083572,0.17906944556974075,0.7139354791017416,-0.06558234086960797,-0.015522262588627175,0.017391711906051155,-0.013944515527963913,-0.018759999696256236,0.9678889338005057,0.00104186222473705,-0.00030496089681358976,0.000151019519766474
-0.08180773113765938,0.2504702567356725,0.45913216247855515,-0.06974593388441946,-0.06321440413264465,-0.020954277876993027,-0.022317058229958834,-0.020044368010729976,0.9684867483404402,0.0015009943872156054,-0.00038676862795124917,0.00040148977650214654
0.2546747450886906,0.25655675120596266,0.6140825735392347,-0.07095022155754821,0.002815549974749737,-0.09665320429582674,-0.02136866191034799,-0.02638545505052387,0.9612399872152038,0.0021150769607548403,-0.00013209388286255854,0.0006580465277081092
0.007803834948580904,0.3821283961031489,0.5216789746115383,-0.06569033545065608,-0.05221838869959733,-0.08039725896434016,-0.013827443252861647,-0.014782932591514347,0.9724732534674411,0.0026367559353663783,-0.00012429004791397763,0.001040174923811258
0.22240264944239196,0.3154298831189265,0.5135632861798808,-0.06283169661472066,-0.028807208399599014,-0.07505943234311911,-0.019151172705325473,-0.02739214857047694,0.9771509869111655,0.0031503192215462587,9.811260152841434e-05,0.0013556048069301846
0.1387946856776162,0.37194585407395975,0.26510933081916027,-0.08739111632092174,0.040888421853984745,-0.03447139579069781,-0.011612345498762423,-0.019049154252651343,0.9699604893631497,0.003415428552365419,0.00023690728720603054,0.0017275506610041444
0.1257065931156105,0.3404458505494179,0.3399885782391022,-0.07401715004415287,-0.038517662458083086,-0.06240977863855227,-0.021961304502054253,-0.024287413445926633,0.9640479700627216,0.0037554171306045216,0.00036261388032164107,0.002067996511553562
0.19765763239732798,0.34429870310372757,0.1195281346115985,0.02668408250915432,-0.11063468037895123,-0.03979955496160464,-0.027329586538278328,-0.025739848717520556,0.973674426558947,0.0038749452652161206,0.000560271512718969,0.00241229521465729
0.3754977390229145,0.24590389229661494,0.13360386023729004,0.01747792315025108,-0.023539546580537443,-0.010190545200741733,-0.018218217800560953,-0.024907363623470787,0.9752371182686447,0.00400854912545341,0.0009357692517418837,0.002658199106953905
0.2680709012154628,0.3907383327860618,0.08338180630886108,-0.03800520683192019,-0.07423517885187758,-0.0017652383374319614,-0.01727557784063714,-0.020123301137490213,0.9687275284184986,0.004091930931762271,0.0012038401529573465,0.0030489374397399665
0.20345585312884595,0.3419636776278699,-0.0704392330414408,0.10246260563874753,-0.06639363489164612,0.0002719050823977217,-0.021295946429366466,-0.02214011015581218,0.9606599935940557,0.00402149169872083,0.0014072960060861925,0.003390901117367837
0.30236401343592834,0.2057375308941066,-0.1417368366340967,0.0775197219007844,-0.1026334528127632,0.05907422229604134,-0.023215336932873892,-0.03407194789739655,0.9678653577850482,0.003879754862086733,0.001709660019522121,0.003596638648261943
0.16307028690230174,0.19573858876306813,-0.1752717900017763,0.10495176208260021,-0.08120827400100875,0.030929221760574617,-0.019177099613696895,-0.026357456448149554,0.9709323991883282,0.003704483072084957,0.0018727303064244227,0.003792377237025011
0.2510969255109703,-0.03149014214494242,-0.15461312523262444,0.042463243244928596,0.04189210321325333,0.01551415398848079,-0.019904997188738522,-0.02841123629610732,0.9756479444674492,0.003549869946852333,0.002123827231935393,0.0037608870948800687
0.1577910452299975,0.08745763334322987,-0.47227271001014626,0.10961416592504493,0.04473766485448811,0.04819907049155824,-0.016996209094061375,-0.02609405749738695,0.9667310939355672,0.003077597236842186,0.0022816182771653905,0.0038483447282232986
0.24880879630454883,0.0906392719871104,-0.272438800436056,0.08959787899674573,0.013254876614310067,-0.011386859443701427,-0.0226778880587467,-0.026901447390130142,0.9619135207405811,0.0028051584364061303,0.00253042707346994,0.003938984000210409
0.3215543997489999,0.07360300157455908,-0.47384689342196795,0.10456036931304005,-0.0674911612009671,0.04777305885357395,-0.019286002739113992,-0.025094804240782597,0.9708919607087327,0.002331311542984162,0.0028519814732189397,0.004012587001784969
0.2511111660000973,-0.07660126942933235,-0.366845515921788,0.14073110743235132,0.02945544160379264,0.11210226604091764,-0.018054334997931982,-0.025211080764599887,0.9678729879298488,0.0019644660270623743,0.003103092639219037,0.0039359857323556366
0.057051919320853045,0.035022012016848764,-0.2433202391089827,0.09916885796142025,-0.03963848092174293,0.017171442424042775,-0.023316690238392283,-0.018589277163194768,0.9667961987087255,0.0017211457879533914,0.0031601445585398903,0.003971007744372485
0.11765202554017423,0.08277870030105282,-0.2711388667420027,0.018309591820552213,0.058263338734032374,0.09545657722122672,-0.018767242820747737,-0.012312018718996686,0.9681144797946245,0.0014500069212113886,0.0032777965840800646,0.004053786444673538
0.0966396893621357,-0.22973613974090024,-0.04306941667270969,0.11165710776318785,0.10156222730130131,0.09756358644128375,-0.0246664264355631,-0.02455872905236937,0.968780636396943,0.001406937504538679,0.0033744362734421996,0.003824050304932638
0.08181214620119356,-0.2782558559205757,-0.12757740588183025,0.09004542848704314,0.004898254973969082,0.08397901740409429,-0.023053566129679987,-0.010622967966957749,0.9735317242253565,0.0012793600986568488,0.0034562484196433937,0.0035457944490120616
-0.005186234939594078,-0.09625777202630975,0.01974611904333432,0.0835581121819311,0.0026856760574507227,0.07943347329996563,-0.0195320288749614,-0.026071789241895096,0.9662246197727543,0.0012991062177001831,0.0034510621847037995,0.0034495366769857518
-0.013296610806307313,0.009357076551419763,0.024723281768509346,0.05462576346937391,0.060108460723296994,0.052879511973515744,-0.012999040382349758,-0.02589916421381816,0.9523948935093632,0.0013238294994686924,0.0034377655738974918,0.003458893753537172
-0.05206031905050286,-0.15523071978920888,0.18827602378194547,0.058895626262822305,0.10290788245578758,0.10575267505252663,-0.023700893450481694,-0.030286925316504926,0.9685513070022287,0.0015121055232506378,0.0033857052548469896,0.0033036630337479633
-0.05970341567639391,-0.22353937646604538,0.15845544186746624,0.04072038259611627,-0.12337580347402968,0.03330874002969719,-0.015896912855988772,-0.025071191897535112,0.9710834351416218,0.0016705609651181041,0.003326001839170595,0.0030801236572819174
-0.25394043904256003,-0.02582816961272416,0.183329151797823,-0.03831380281230551,0.06666310062044749,0.016583863313564824,-0.02214326828702322,-0.021357261400446595,0.9706245303930929,0.001853890116915927,0.003072061400128035,0.0030542954876691935
-0.22958320913885355,-0.13881282977568937,0.40756449498881003,-0.06407193725222553,0.11780457113419913,0.011227853649190864,-0.02603653051657604,-0.027812009614269037,0.9739393163279485,0.0022614546119047374,0.0028424781909891813,0.002915482657893504
-0.4009212532958119,-0.14196961398361757,0.46112086557242177,-0.04203522950507487,0.04224657687977329,-0.08459731166272742,-0.02132769934132162,-0.030570198422065247,0.9700366742581216,0.0027225754774771595,0.0024415569376933697,0.002773513043909886
-0.4077180573933597,-0.2647365822993174,0.33841998631526815,-0.042034313315763114,0.059105793996402506,-0.02448988423573442,-0.023247887436479854,-0.028363911274737974,0.9729837744582172,0.0030609954637924276,0.0020338388803000096,0.002508776461610569
-0.3294797848164526,-0.17560155285743206,0.20143796784714132,-0.06110886831047404,0.04183323702929152,-0.025900330432199338,-0.022278730872393543,-0.032686214108895335,0.9705495511015638,0.0032624334316395686,0.001704359095483557,0.002333174908753137
-0.3264712241866949,-0.14049382538715405,0.3752297641435456,-0.06166197320971556,0.07130813892705809,-0.03843898766920423,-0.021160594289344876,-0.025604459389878067,0.9666228442974168,0.0036376631957831143,0.0013778878712968623,0.002192681083365983
-0.3616838486992948,-0.13309732144217346,0.4025374957025697,-0.1012058054143809,0.03805933547870354,-0.14058419379634446,-0.02103575437193374,-0.027641380263566166,0.9685804554023194,0.004040200691485684,0.0010162040225975674,0.0020595837619238094
-0.4289878201439618,-0.08681683582676812,0.2223660382331772,-0.1683742027001969,0.07284844146201756,-0.1642497712260056,-0.013288112361362982,-0.03651890165302488,0.9677755159625366,0.0042625667297188615,0.0005872162024536054,0.0019727669260970414
-0.5593419075941505,-0.06836015583925277,0.12181071891438043,-0.18591643162348803,-0.004699346626140041,-0.07491605593516522,-0.011754641747228387,-0.023011755477386424,0.9621144178155431,0.004384377448633242,2.7874294859454918e-05,0.0019044067702577887
-0.31703969726341436,-0.046210275496217416,0.22141017768354893,-0.10876202282109063,-0.024834909839701227,-0.044030378575716636,-0.021861702245505914,-0.0303243452852945,0.9680159823264066,0.004605787626316791,-0.00028916540240395947,0.0018581964947615712
-0.35556013669812414,0.16045227662765804,-0.037880810911095165,-0.13336853198120413,0.0023056573852485796,-0.014366127276947591,-0.02159514058377757,-0.02354515925248986,0.973479497974835,0.004567906815405696,-0.0006447255391020837,0.0020186487713892295
-0.5670733625336766,0.21546132522736794,-0.038910670266702044,-0.14489186800681259,-0.0011852751849331447,-0.03224914920635683,-0.017710067499756458,-0.015306535110531386,0.9647498073676618,0.004528996145138994,-0.0012117989016357602,0.002234110096616597
-0.38368100620200307,0.18716352971902223,-0.12278935516532562,-0.1455602337449587,0.01037544196249458,-0.1342583898658964,-0.029016392152322736,-0.03418946363834542,0.9668165724753827,0.004406206789973668,-0.0015954799078377634,0.00242127362633562
-0.17759218034938623,0.15419245768195475,-0.32523306873833535,-0.1673034249895675,-0.08246619479833646,-0.08639407243316144,-0.012939702085401995,-0.027856797643007674,0.9696725108389378,0.004080973721235333,-0.0017730720881871495,0.0025754660840175744
-0.36801342351737676,0.1246155368593561,-0.4080655797843054,-0.02752413733800995,-0.07457208199607467,-0.15022803547027785,-0.028402929371766653,-0.024164711585432017,0.9633085071288009,0.003672908141451028,-0.0021410855117045264,0.0027000816208769306
-0.24816059334362328,0.096139405822413,-0.5741581448816732,-0.09387055322307361,-0.07078612367766184,-0.0036008359295230056,-0.016472262481371763,-0.02256373348529256,0.9724399800454628,0.0030987499965693544,-0.00238924610504815,0.0027962210266993435
-0.2530146067222628,0.20952178742962482,-0.4274740390172414,-0.07637747829867969,-0.10597123920037878,-0.10419885153079872,-0.020716407604677963,-0.035099392386913814,0.9722961475919111,0.002671275957552113,-0.0026422607117704126,0.003005742814128968
-0.2669355927860397,0.21719145548867427,-0.5870483796347171,-0.03538240242204578,-0.10265203097662766,-0.06824054311407535,-0.022766077634288746,-0.025934943542456936,0.9769230349409065,0.0020842275779173955,-0.0029091963045564523,0.0032229342696176427
-0.23384331962160443,0.11997524024420311,-0.5679785589412002,-0.01837573382544545,-0.0984449686974062,-0.08231643509515774,-0.01470985294284178,-0.019134011956037283,0.9665666252716374,0.0015162490189761955,-0.0031430396241780567,0.0033429095098618453
-0.1301780497001807,0.2989943206525846,-0.45566328370407383,0.006064814580754705,-0.08003486446634556,-0.06499806939903312,-0.012723112334307046,-0.025814368614098873,0.9671237723183289,0.0010605857352721216,-0.003273217673878238,0.00364190383051443
-0.10293710197171013,0.34014869670379344,-0.43359294873214715,0.02483298254962106,-0.054640346860388836,0.03165086354489729,-0.02075065537527404,-0.027069967628066568,0.9753114120616982,0.0006269927865399745,-0.003376154775849948,0.003982052527218223
-0.024156334969708725,0.08883124691421854,-0.6171471198964601,0.03393309173025178,-0.1132019413311587,0.036910797611362574,-0.019705387545011128,-0.025163659339502768,0.9594778711977467,9.845666643514274e-06,-0.003400311110819657,0.004070883774132442
0.007385455384144831,0.009939492803095237,-0.7021681897398926,0.07798547831001493,-0.17950474018160065,0.009712384237136355,-0.011575294085671551,-0.03173979319379461,0.9647965262291317,-0.0006923225230963784,-0.0033929256554355116,0.004080823266935538
0.05214473637890649,0.18985288089123104,-0.44336091524717625,0.10172232067238828,-0.15944019615789143,0.04546954648738973,-0.018508143772247854,-0.038052154991187845,0.9703648776915881,-0.0011356834383435546,-0.0033407809190566054,0.004270676147826768
0.28142572690331924,-0.08405010988114911,-0.4396767333898952,0.13936931741415703,-0.04954111184604484,0.11381226363356266,-0.01731150202819124,-0.025957090033881,0.964576003172792,-0.0015753601717334498,-0.003059355192153286,0.00418662603794562
0.07705081576673603,-0.11678351813233001,-0.280385174468943,0.05498315068291433,-0.12225244202071775,0.16107773191593514,-0.0278884202717155,-0.038911970480836694,0.9724098226963527,-0.001855745346202393,-0.00298230437638655,0.004069842519813289
0.3241714402260739,-0.23467043290945638,-0.204771352901042,0.17819183294774113,-0.05484462128781499,0.1375561090627337,-0.023037805676226583,-0.02886874014731829,0.972275222305638,-0.002060516699103435,-0.0026581329361604756,0.0038351720869038335
0.36724666768775815,-0.13356146358784426,-0.042202696411594465,0.07596859704919431,-0.04724575633675636,0.09237997802697916,-0.019353645559553892,-0.023703980779876226,0.9623937895557543,-0.0021027193955150294,-0.0022908862684727174,0.0037016106233159897
0.5308746020744879,-0.3190098828486091,-0.025648830096147032,0.1123002262951491,-0.010630050682547382,0.18164026738094444,-0.020524579080788884,-0.038898712960290724,0.9601874525811851,-0.002128368225611176,-0.0017600116663982297,0.00338260074046738
0.3449160616229931,-0.09700447994221637,0.17961768794343738,0.13206056094699722,-0.04711599240264961,0.1493838429824784,-0.01824134888727152,-0.029076674984500846,0.9582674645528999,-0.0019487505376677386,-0.0014150956047752365,0.003285596260525164
0.4111152950725395,-0.2663675716389975,0.24171692598885414,0.11865483527044876,0.00664702627077092,0.19890261146475918,-0.018140949260622187,-0.02848532985350381,0.9547445743074744,-0.0017070336116788846,-0.0010039803097026967,0.003019228688886166
0.4932435593650399,-0.3419471717086825,0.4594959100999553,0.09584084559955516,-0.09218924139779398,0.1342641116105296,-0.018019214444842474,-0.03206930941785443,0.962583857375773,-0.0012475377015789292,-0.0005107367503376568,0.0026772815171774832
0.3598490833561161,-0.33926909739191236,0.47469412809097966,0.18424231433275196,0.06444560757929664,0.1755492191423371,-0.012992980979836592,-0.03040376944979306,0.9553395582635158,-0.0007728435734879495,-0.00015088766698154068,0.002338012419785571
0.3747020393621761,-0.3781269591975118,0.5450060532746193,0.19334185834049164,0.0688494104167541,0.10241617689805833,-0.017042849530860067,-0.030463686487913318,0.9650263880116846,-0.00022783752021333014,0.00022381437238063546,0.0019598854605880588
0.42743013216246756,-0.034158466553238565,0.5192994259782466,0.1093157609768812,-0.03906510705675327,0.11043357014363209,-0.020642518884704242,-0.028107202381316563,0.963590406320972,0.0002914619057649165,0.0006512445045431031,0.0019257269940348204
